detection_id,symbol,reason,tier,pivot_dist,target_new,target_legacy,target_code,breakout_price
bump_and_run_reversal_bottoms:000544,FCN,ok,premium,2.0,12.82,12.82,12.82,11.44
bump_and_run_reversal_bottoms:000545,FCN,no_pivot_fits_lead_in,premium,,,16.0,16.0,13.66
bump_and_run_reversal_bottoms:000546,FCN,ok,standard,9.0,16.7,15.45,15.45,13.1
bump_and_run_reversal_bottoms:000547,FCS,ok,data_limited,6.0,9.5,8.5,8.5,7.1
bump_and_run_reversal_bottoms:000548,FDC,ok,standard,10.0,22.2,19.9,19.9,14.9
bump_and_run_reversal_bottoms:000549,FDC,ok,data_limited,171.0,29.1,18.7,18.7,15.1
bump_and_run_reversal_bottoms:000550,FDC,no_pivot_fits_lead_in,data_limited,,,15.45,15.45,13.0
bump_and_run_reversal_bottoms:000551,FDC,ok,data_limited,59.0,41.35,27.5,27.5,21.0
bump_and_run_reversal_bottoms:000552,FDC,ok,data_limited,65.0,23.8,19.0,19.0,16.6
bump_and_run_reversal_bottoms:000553,FDC,no_pivot_fits_lead_in,data_limited,,,18.1,18.1,16.1
bump_and_run_reversal_bottoms:000554,FIC,no_pivot_fits_lead_in,standard,,,10.05,10.05,9.7
bump_and_run_reversal_bottoms:000555,FIC,ok,data_limited,74.0,35.98,14.96,14.96,12.54
bump_and_run_reversal_bottoms:000556,FIT,no_pivot_fits_lead_in,premium,,,8.54,8.54,6.4
bump_and_run_reversal_bottoms:000557,FLC,no_pivot_fits_lead_in,standard,,,4.589,4.589,3.5
bump_and_run_reversal_bottoms:000558,FLC,cut_by_search_cap,premium,,,6.87,6.87,5.68
bump_and_run_reversal_bottoms:000559,FOC,ok,premium,7.0,66.53,62.62,62.62,59.56
bump_and_run_reversal_bottoms:000560,FPT,no_pivot_fits_lead_in,loose,,,16.87,16.87,13.23
bump_and_run_reversal_bottoms:000561,FPT,ok,data_limited,86.0,107.22,77.7,77.7,71.7
bump_and_run_reversal_bottoms:000562,FRT,ok,premium,5.0,159.55,154.67,154.67,128.0
bump_and_run_reversal_bottoms:000563,FRT,no_pivot_fits_lead_in,data_limited,,,172.38,172.38,124.4
bump_and_run_reversal_bottoms:000564,FT1,ok,data_limited,24.0,36.53,30.29,30.29,26.12
bump_and_run_reversal_bottoms:000565,FT1,ok,data_limited,5.0,39.15,39.15,39.15,32.25
bump_and_run_reversal_bottoms:000566,FTS,ok,standard,42.0,5.32,4.83,4.83,4.25
bump_and_run_reversal_bottoms:000567,G20,ok,standard,14.0,9.1,8.27,8.27,7.26
bump_and_run_reversal_bottoms:000568,G20,ok,standard,94.0,7.35,3.77,3.77,3.3
bump_and_run_reversal_bottoms:000569,G20,ok,data_limited,2.0,1.7,1.7,1.7,1.5
bump_and_run_reversal_bottoms:000570,GAS,ok,premium,47.0,33.16,31.6,31.6,23.82
bump_and_run_reversal_bottoms:000571,GAS,no_pivot_fits_lead_in,standard,,,84.36,84.36,70.95
bump_and_run_reversal_bottoms:000572,GAS,ok,data_limited,5.0,95.5,89.5,89.5,71.2
bump_and_run_reversal_bottoms:000573,GDA,ok,standard,79.0,19.4,18.0,18.0,14.5
bump_and_run_reversal_bottoms:000574,GDT,ok,premium,11.0,23.11,21.87,21.87,17.46
bump_and_run_reversal_bottoms:000575,GDW,no_pivot_fits_lead_in,data_limited,,,10.28,10.28,9.6
bump_and_run_reversal_bottoms:000576,GEE,no_pivot_fits_lead_in,premium,,,15.12,15.12,14.17
bump_and_run_reversal_bottoms:000577,GEX,ok,premium,21.0,11.71,10.53,10.53,9.37
bump_and_run_reversal_bottoms:000578,GHC,no_pivot_fits_lead_in,data_limited,,,14.17,14.17,12.82
bump_and_run_reversal_bottoms:000579,GHC,no_pivot_fits_lead_in,data_limited,,,17.75,17.75,14.9
bump_and_run_reversal_bottoms:000580,GHC,ok,standard,5.0,23.95,23.81,23.81,20.9
bump_and_run_reversal_bottoms:000581,GHC,ok,standard,18.0,23.6,21.31,21.31,20.02
bump_and_run_reversal_bottoms:000582,GIL,no_pivot_fits_lead_in,data_limited,,,4.93,4.93,4.03
bump_and_run_reversal_bottoms:000583,GIL,no_pivot_fits_lead_in,standard,,,15.34,15.34,11.81
bump_and_run_reversal_bottoms:000584,GIL,cut_by_search_cap,premium,,,21.75,21.75,15.7
bump_and_run_reversal_bottoms:000585,GKM,no_pivot_fits_lead_in,premium,,,7.11,7.11,6.55
bump_and_run_reversal_bottoms:000586,GLT,ok,data_limited,19.0,5.86,5.51,5.51,4.08
bump_and_run_reversal_bottoms:000587,GLT,no_pivot_fits_lead_in,standard,,,6.91,6.91,5.94
bump_and_run_reversal_bottoms:000588,GLT,no_pivot_fits_lead_in,data_limited,,,41.646,41.65,36.05
bump_and_run_reversal_bottoms:000589,GLT,ok,data_limited,2.0,17.942,17.942,17.94,14.73
bump_and_run_reversal_bottoms:000590,GLT,no_pivot_fits_lead_in,data_limited,,,32.787,32.79,26.8
bump_and_run_reversal_bottoms:000591,GMC,no_pivot_fits_lead_in,loose,,,9.82,9.82,9.32
bump_and_run_reversal_bottoms:000592,GMC,ok,loose,11.0,10.65,10.5,10.5,9.45
bump_and_run_reversal_bottoms:000593,GMC,cut_by_search_cap,standard,,,10.0,10.0,8.69
bump_and_run_reversal_bottoms:000594,GMD,ok,premium,83.0,45.9,39.7,39.7,34.72
bump_and_run_reversal_bottoms:000595,GMD,ok,premium,39.0,63.77,60.0,60.0,52.39
bump_and_run_reversal_bottoms:000596,GMX,ok,standard,1.0,13.776,13.776,14.15,12.49
bump_and_run_reversal_bottoms:000597,GND,ok,data_limited,9.0,12.197,12.044,12.62,10.31
bump_and_run_reversal_bottoms:000598,GSP,no_pivot_fits_lead_in,standard,,,3.97,3.97,3.06
bump_and_run_reversal_bottoms:000599,GSP,ok,standard,93.0,12.64,11.61,11.61,7.32
bump_and_run_reversal_bottoms:000600,GSP,no_pivot_fits_lead_in,standard,,,12.18,12.18,9.71
bump_and_run_reversal_bottoms:000601,GTA,no_pivot_fits_lead_in,data_limited,,,9.76,9.76,8.41
bump_and_run_reversal_bottoms:000602,GTA,ok,data_limited,14.0,14.7,12.04,12.04,10.21
bump_and_run_reversal_bottoms:000603,GTA,cut_by_search_cap,data_limited,,,10.55,10.55,9.19
bump_and_run_reversal_bottoms:000604,GTS,ok,data_limited,2.0,11.44,11.44,11.45,8.29
bump_and_run_reversal_bottoms:000605,GTS,no_pivot_fits_lead_in,data_limited,,,11.521,11.52,10.69
bump_and_run_reversal_bottoms:000606,GVR,ok,premium,200.0,15.12,12.19,12.19,9.78
bump_and_run_reversal_bottoms:000607,GVR,no_pivot_fits_lead_in,premium,,,28.88,28.88,24.93
bump_and_run_reversal_bottoms:000608,GVR,cut_by_search_cap,premium,,,22.74,22.74,18.9
bump_and_run_reversal_bottoms:000609,GVR,no_pivot_fits_lead_in,premium,,,36.05,36.05,29.03
bump_and_run_reversal_bottoms:000610,GVT,ok,data_limited,137.0,112.93,72.29,72.29,66.54
bump_and_run_reversal_bottoms:000611,HAC,ok,standard,73.0,3.18,2.79,2.79,2.19
bump_and_run_reversal_bottoms:000612,HAC,ok,standard,52.0,3.05,2.12,2.12,4.18
bump_and_run_reversal_bottoms:000613,HAC,ok,standard,92.0,9.8,6.2,6.2,5.2
bump_and_run_reversal_bottoms:000614,HAD,ok,standard,5.0,11.12,10.15,10.15,8.77
bump_and_run_reversal_bottoms:000615,HAF,no_pivot_fits_lead_in,data_limited,,,31.0,31.0,16.7
bump_and_run_reversal_bottoms:000616,HAF,no_pivot_fits_lead_in,data_limited,,,38.0,38.0,35.1
bump_and_run_reversal_bottoms:000617,HAG,ok,premium,28.0,9.87,9.87,9.87,7.82
bump_and_run_reversal_bottoms:000618,HAG,ok,premium,19.0,8.73,7.59,7.59,5.2
bump_and_run_reversal_bottoms:000619,HAG,cut_by_search_cap,premium,,,6.0,6.0,4.28
bump_and_run_reversal_bottoms:000620,HAG,ok,standard,20.0,15.3,14.25,14.25,10.85
bump_and_run_reversal_bottoms:000621,HAG,ok,loose,26.0,19.25,18.4,18.4,15.95
bump_and_run_reversal_bottoms:000622,HAH,ok,premium,3.0,3.43,3.43,3.43,2.85
bump_and_run_reversal_bottoms:000623,HAI,no_pivot_fits_lead_in,loose,,,9.659,9.659,8.279
bump_and_run_reversal_bottoms:000624,HAM,ok,data_limited,6.0,15.83,15.83,15.83,13.77
bump_and_run_reversal_bottoms:000625,HAN,ok,premium,1.0,11.08,11.08,11.08,9.09
bump_and_run_reversal_bottoms:000626,HAN,ok,data_limited,14.0,10.43,10.14,10.14,8.87
bump_and_run_reversal_bottoms:000627,HAN,ok,standard,117.0,10.6,10.6,10.6,8.5
bump_and_run_reversal_bottoms:000628,HAP,ok,standard,127.0,4.0,3.32,3.32,2.7
bump_and_run_reversal_bottoms:000629,HAP,ok,standard,12.0,4.88,4.79,4.79,4.27
bump_and_run_reversal_bottoms:000630,HAP,ok,data_limited,3.0,7.84,7.78,7.78,6.81
bump_and_run_reversal_bottoms:000631,HAR,ok,premium,218.0,34.4,11.13,11.13,7.57
bump_and_run_reversal_bottoms:000632,HAR,no_pivot_fits_lead_in,standard,,,12.19,12.19,8.9
bump_and_run_reversal_bottoms:000633,HAR,ok,premium,6.0,9.35,8.9,8.9,7.12
bump_and_run_reversal_bottoms:000634,HAR,ok,premium,43.0,6.49,5.51,5.51,4.45
bump_and_run_reversal_bottoms:000635,HAR,ok,premium,240.0,5.35,3.98,3.98,2.95
bump_and_run_reversal_bottoms:000636,HAS,ok,premium,6.0,7.94,7.53,7.53,6.17
bump_and_run_reversal_bottoms:000637,HAV,ok,data_limited,90.0,7.3,5.5,5.5,2.7
bump_and_run_reversal_bottoms:000638,HAX,ok,standard,8.0,13.7,13.14,13.14,11.07
bump_and_run_reversal_bottoms:000639,HAX,ok,data_limited,40.0,10.85,10.3,10.3,9.06
bump_and_run_reversal_bottoms:000640,HBC,no_pivot_fits_lead_in,standard,,,4.82,4.82,3.53
bump_and_run_reversal_bottoms:000641,HBC,ok,premium,24.0,34.0,28.19,28.19,22.6
bump_and_run_reversal_bottoms:000642,HBC,ok,premium,37.0,16.03,14.39,14.39,12.03
bump_and_run_reversal_bottoms:000643,HBD,no_pivot_fits_lead_in,data_limited,,,12.24,12.24,11.58
bump_and_run_reversal_bottoms:000644,HBD,ok,data_limited,20.0,17.27,16.95,16.95,12.79
bump_and_run_reversal_bottoms:000645,HBH,ok,data_limited,66.0,15.88,10.0,10.0,7.25
bump_and_run_reversal_bottoms:000646,HBH,cut_by_search_cap,data_limited,,,6.08,6.08,5.39
bump_and_run_reversal_bottoms:000647,HBS,no_pivot_fits_lead_in,data_limited,,,5.48,5.48,4.39
bump_and_run_reversal_bottoms:000648,HCC,ok,standard,7.0,7.82,7.15,7.15,6.0
bump_and_run_reversal_bottoms:000649,HCC,ok,standard,92.0,12.91,8.48,8.48,7.06
bump_and_run_reversal_bottoms:000650,HCC,ok,data_limited,6.0,9.81,8.95,8.95,7.52
bump_and_run_reversal_bottoms:000651,HCD,ok,standard,47.0,9.8,8.48,8.48,7.6
bump_and_run_reversal_bottoms:000652,HCM,ok,premium,7.0,3.84,3.71,3.71,3.4
bump_and_run_reversal_bottoms:000653,HCM,cut_by_search_cap,premium,,,6.97,6.97,5.33
bump_and_run_reversal_bottoms:000654,HCT,ok,data_limited,10.0,10.547,9.084,9.084,7.698
bump_and_run_reversal_bottoms:000655,HCT,no_pivot_fits_lead_in,data_limited,,,9.815,9.815,8.245
bump_and_run_reversal_bottoms:000656,HCT,no_pivot_fits_lead_in,data_limited,,,9.8,9.8,8.6
bump_and_run_reversal_bottoms:000657,HD2,ok,data_limited,1.0,5.75,5.75,5.75,4.6
bump_and_run_reversal_bottoms:000658,HD2,ok,standard,25.0,8.57,8.21,8.21,6.44
bump_and_run_reversal_bottoms:000659,HD2,no_pivot_fits_lead_in,data_limited,,,7.57,7.57,7.28
bump_and_run_reversal_bottoms:000660,HD2,ok,data_limited,80.0,7.64,6.92,6.92,5.97
bump_and_run_reversal_bottoms:000661,HD2,ok,data_limited,16.0,10.3,9.47,9.47,6.96
bump_and_run_reversal_bottoms:000662,HD6,no_pivot_fits_lead_in,premium,,,25.47,25.47,16.57
bump_and_run_reversal_bottoms:000663,HDA,cut_by_search_cap,standard,,,5.0,5.0,4.27
bump_and_run_reversal_bottoms:000664,HDB,ok,standard,144.0,9.98,7.85,7.85,6.05
bump_and_run_reversal_bottoms:000665,HDB,ok,standard,36.0,13.24,12.18,12.18,10.02
bump_and_run_reversal_bottoms:000666,HDB,no_pivot_fits_lead_in,standard,,,30.0,30.0,26.35
bump_and_run_reversal_bottoms:000667,HDC,ok,premium,11.0,22.89,21.88,21.88,19.31
bump_and_run_reversal_bottoms:000668,HDG,ok,standard,14.0,1.46,1.46,1.46,1.22
bump_and_run_reversal_bottoms:000669,HDG,no_pivot_fits_lead_in,premium,,,9.14,9.14,7.65
bump_and_run_reversal_bottoms:000670,HDG,ok,premium,32.0,10.79,10.0,10.0,7.57
bump_and_run_reversal_bottoms:000671,HDG,cut_by_search_cap,standard,,,24.59,24.59,20.34
bump_and_run_reversal_bottoms:000672,HDG,ok,data_limited,102.0,32.5,28.18,28.18,21.3
bump_and_run_reversal_bottoms:000673,HDM,ok,data_limited,10.0,7.69,6.65,6.65,5.29
bump_and_run_reversal_bottoms:000674,HEJ,ok,data_limited,221.0,15.6,11.6,11.6,10.8
bump_and_run_reversal_bottoms:000675,HES,no_pivot_fits_lead_in,data_limited,,,21.368,21.368,18.125
bump_and_run_reversal_bottoms:000676,HGM,ok,standard,36.0,319.18,289.25,289.25,231.12
bump_and_run_reversal_bottoms:000677,HHC,ok,data_limited,7.0,22.021,22.021,22.021,19.757
bump_and_run_reversal_bottoms:000678,HHC,ok,data_limited,10.0,23.973,22.336,22.336,19.82
bump_and_run_reversal_bottoms:000679,HHC,cut_by_search_cap,data_limited,,,100.1,100.1,79.0
bump_and_run_reversal_bottoms:000680,HHG,ok,standard,12.0,9.8,8.6,8.6,6.81
bump_and_run_reversal_bottoms:000681,HHG,ok,loose,69.0,3.9,2.2,2.2,1.3
bump_and_run_reversal_bottoms:000682,HHP,ok,standard,11.0,14.11,14.11,14.11,10.67
bump_and_run_reversal_bottoms:000683,HHS,ok,standard,62.0,2.96,2.53,2.53,2.17
bump_and_run_reversal_bottoms:000684,HHV,ok,premium,18.0,15.16,13.86,13.86,11.9
bump_and_run_reversal_bottoms:000685,HID,ok,premium,8.0,3.83,3.82,3.82,3.27
bump_and_run_reversal_bottoms:000686,HID,ok,premium,29.0,3.38,3.18,3.18,3.07
bump_and_run_reversal_bottoms:000687,HKT,ok,standard,16.0,3.93,3.58,3.58,3.06
bump_and_run_reversal_bottoms:000688,HKT,ok,data_limited,6.0,8.08,7.5,7.5,5.87
bump_and_run_reversal_bottoms:000689,HLA,ok,standard,4.0,1.5,1.4,1.4,1.0
bump_and_run_reversal_bottoms:000690,HLD,ok,standard,9.0,3.58,3.44,3.44,2.65
bump_and_run_reversal_bottoms:000691,HLD,ok,premium,25.0,27.76,24.98,24.98,15.78
bump_and_run_reversal_bottoms:000692,HLD,ok,premium,4.0,16.0,15.49,15.49,13.5
bump_and_run_reversal_bottoms:000693,HLT,no_pivot_before_lead_start,data_limited,,,9.3,9.3,8.8
bump_and_run_reversal_bottoms:000694,HLY,ok,data_limited,14.0,15.217,15.217,15.217,14.834
bump_and_run_reversal_bottoms:000695,HMC,ok,standard,60.0,2.71,2.3,2.3,1.96
bump_and_run_reversal_bottoms:000696,HMC,no_pivot_fits_lead_in,standard,,,17.42,17.42,13.22
bump_and_run_reversal_bottoms:000697,HMH,ok,standard,8.0,7.99,7.99,7.99,6.32
bump_and_run_reversal_bottoms:000698,HMH,ok,standard,37.0,9.98,9.72,9.72,8.18
bump_and_run_reversal_bottoms:000699,HMH,ok,standard,38.0,9.72,8.97,8.97,7.09
bump_and_run_reversal_bottoms:000700,HMH,ok,data_limited,33.0,6.94,6.88,6.88,6.2
bump_and_run_reversal_bottoms:000701,HMH,cut_by_search_cap,data_limited,,,7.01,7.01,6.6
bump_and_run_reversal_bottoms:000702,HMH,no_pivot_fits_lead_in,data_limited,,,17.44,17.44,15.09
bump_and_run_reversal_bottoms:000703,HMR,ok,standard,42.0,8.69,7.98,7.98,5.69
bump_and_run_reversal_bottoms:000704,HMR,ok,standard,8.0,12.5,12.0,12.0,10.9
bump_and_run_reversal_bottoms:000705,HMS,no_pivot_before_lead_start,data_limited,,,23.95,23.95,19.76
bump_and_run_reversal_bottoms:000706,HNA,ok,data_limited,1.0,12.71,12.71,12.71,11.01
bump_and_run_reversal_bottoms:000707,HND,no_pivot_fits_lead_in,standard,,,16.15,16.15,13.83
bump_and_run_reversal_bottoms:000708,HND,ok,standard,14.0,12.59,12.4,12.4,10.9
bump_and_run_reversal_bottoms:000709,HNF,ok,data_limited,4.0,26.55,23.6,23.6,15.09
bump_and_run_reversal_bottoms:000710,HNF,ok,data_limited,118.0,19.38,15.71,15.71,14.27
bump_and_run_reversal_bottoms:000711,HNF,no_pivot_fits_lead_in,data_limited,,,21.3,21.3,15.65
bump_and_run_reversal_bottoms:000712,HNG,ok,loose,33.0,15.45,14.05,14.05,12.8
bump_and_run_reversal_bottoms:000713,HNG,ok,loose,146.0,5.34,4.75,4.75,3.7
bump_and_run_reversal_bottoms:000714,HNG,ok,standard,20.0,7.1,6.6,6.6,5.8
bump_and_run_reversal_bottoms:000715,HNI,no_pivot_fits_lead_in,data_limited,,,22.21,22.21,21.133
bump_and_run_reversal_bottoms:000716,HNM,ok,standard,54.0,15.7,14.35,14.35,9.63
bump_and_run_reversal_bottoms:000717,HNM,ok,standard,16.0,10.57,10.57,10.57,7.93
bump_and_run_reversal_bottoms:000718,HNM,ok,standard,10.0,9.44,9.44,9.44,7.64
bump_and_run_reversal_bottoms:000719,HNM,ok,standard,55.0,8.12,6.61,6.61,6.04
bump_and_run_reversal_bottoms:000720,HNM,ok,data_limited,26.0,17.55,15.29,15.29,9.44
bump_and_run_reversal_bottoms:000721,HOM,no_pivot_before_lead_start,standard,,,4.99,4.99,4.29
bump_and_run_reversal_bottoms:000722,HOM,ok,data_limited,43.0,4.33,4.33,4.33,3.75
bump_and_run_reversal_bottoms:000723,HOM,ok,premium,16.0,11.8,10.8,10.8,8.8
bump_and_run_reversal_bottoms:000724,HOM,ok,standard,32.0,6.1,5.2,5.2,4.3
bump_and_run_reversal_bottoms:000725,HPB,ok,data_limited,64.0,4.29,3.08,3.08,2.39
bump_and_run_reversal_bottoms:000726,HPB,no_pivot_fits_lead_in,data_limited,,,4.14,4.14,4.58
bump_and_run_reversal_bottoms:000727,HPB,no_pivot_fits_lead_in,data_limited,,,6.82,6.82,5.03
bump_and_run_reversal_bottoms:000728,HPG,no_pivot_fits_lead_in,standard,,,3.59,3.59,3.1
bump_and_run_reversal_bottoms:000729,HPG,ok,premium,9.0,2.96,2.88,2.88,2.53
bump_and_run_reversal_bottoms:000730,HPG,no_pivot_fits_lead_in,premium,,,11.47,11.47,9.49
bump_and_run_reversal_bottoms:000731,HPG,ok,premium,28.0,29.89,25.57,25.57,23.31
bump_and_run_reversal_bottoms:000732,HPG,ok,data_limited,25.0,26.29,24.5,24.5,22.55
bump_and_run_reversal_bottoms:000733,HPI,no_pivot_fits_lead_in,data_limited,,,16.0,16.0,13.0
bump_and_run_reversal_bottoms:000734,HPP,ok,standard,25.0,62.19,60.0,60.0,50.48
bump_and_run_reversal_bottoms:000735,HPP,ok,data_limited,16.0,50.25,50.25,50.25,41.45
bump_and_run_reversal_bottoms:000736,HPX,ok,premium,5.0,5.23,5.14,5.14,4.46
bump_and_run_reversal_bottoms:000737,HQC,ok,standard,14.0,3.42,3.11,3.11,2.7
bump_and_run_reversal_bottoms:000738,HRC,ok,data_limited,32.0,27.65,27.65,27.65,25.21
bump_and_run_reversal_bottoms:000739,HSG,ok,premium,19.0,5.3,5.0,5.0,4.51
bump_and_run_reversal_bottoms:000740,HSG,ok,premium,2.0,12.05,12.05,12.05,10.08
bump_and_run_reversal_bottoms:000741,HSG,no_pivot_fits_lead_in,premium,,,30.22,30.22,20.09
bump_and_run_reversal_bottoms:000742,HSI,ok,data_limited,68.0,7.6,5.5,5.5,4.8
bump_and_run_reversal_bottoms:000743,HSI,ok,data_limited,171.0,3.2,2.0,2.0,1.5
bump_and_run_reversal_bottoms:000744,HSL,ok,premium,32.0,5.35,4.58,4.58,3.52
bump_and_run_reversal_bottoms:000745,HSV,ok,standard,229.0,10.2,4.9,4.9,4.1
bump_and_run_reversal_bottoms:000746,HT1,no_pivot_fits_lead_in,standard,,,21.0,21.0,15.7
bump_and_run_reversal_bottoms:000747,HT1,ok,data_limited,29.0,16.05,14.25,14.25,13.2
bump_and_run_reversal_bottoms:000748,HTC,ok,data_limited,50.0,5.11,3.7,3.7,2.96
bump_and_run_reversal_bottoms:000749,HTE,cut_by_search_cap,data_limited,,,5.34,5.34,4.81
bump_and_run_reversal_bottoms:000750,HTE,cut_by_search_cap,standard,,,4.0,4.0,3.5
bump_and_run_reversal_bottoms:000751,HTG,ok,data_limited,5.0,5.71,5.65,5.65,5.25
bump_and_run_reversal_bottoms:000752,HTG,no_pivot_fits_lead_in,data_limited,,,6.63,6.63,5.93
bump_and_run_reversal_bottoms:000753,HTI,ok,standard,12.0,3.27,3.27,3.27,2.53
bump_and_run_reversal_bottoms:000754,HTI,ok,loose,134.0,6.18,5.39,5.39,4.88
bump_and_run_reversal_bottoms:000755,HTI,no_pivot_fits_lead_in,standard,,,12.88,12.88,11.11
bump_and_run_reversal_bottoms:000756,HTL,no_pivot_fits_lead_in,data_limited,,,9.02,9.02,7.0
bump_and_run_reversal_bottoms:000757,HTL,ok,data_limited,15.0,11.87,11.25,11.25,9.74
bump_and_run_reversal_bottoms:000758,HTL,ok,loose,23.0,10.34,9.65,9.65,8.05
bump_and_run_reversal_bottoms:000759,HTM,ok,data_limited,4.0,24.2,23.4,23.4,18.7
bump_and_run_reversal_bottoms:000760,HTM,ok,data_limited,3.0,22.0,22.0,22.0,16.9
bump_and_run_reversal_bottoms:000761,HTP,ok,premium,57.0,57.0,44.0,44.0,39.0
bump_and_run_reversal_bottoms:000762,HTP,ok,standard,44.0,42.5,37.4,37.4,29.0
bump_and_run_reversal_bottoms:000763,HTT,ok,standard,12.0,3.25,3.25,3.25,2.58
bump_and_run_reversal_bottoms:000764,HTT,no_pivot_fits_lead_in,data_limited,,,1.6,1.6,1.4
bump_and_run_reversal_bottoms:000765,HTV,ok,standard,55.0,5.55,3.74,3.74,2.88
bump_and_run_reversal_bottoms:000766,HTV,ok,data_limited,18.0,11.77,10.8,10.8,8.8
bump_and_run_reversal_bottoms:000767,HU1,ok,data_limited,2.0,4.73,4.73,4.73,3.28
bump_and_run_reversal_bottoms:000768,HU3,ok,premium,10.0,11.14,9.63,9.63,7.93
bump_and_run_reversal_bottoms:000769,HU3,ok,standard,15.0,9.44,9.08,9.08,7.56
bump_and_run_reversal_bottoms:000770,HU3,no_pivot_fits_lead_in,standard,,,3.8,3.8,3.3
bump_and_run_reversal_bottoms:000771,HU6,no_pivot_fits_lead_in,data_limited,,,8.24,8.24,6.56
bump_and_run_reversal_bottoms:000772,HU6,ok,standard,206.0,8.8,5.8,5.8,4.7
bump_and_run_reversal_bottoms:000773,HUB,ok,standard,63.0,8.97,8.28,8.28,6.73
bump_and_run_reversal_bottoms:000774,HUB,ok,standard,22.0,16.57,15.51,15.51,13.63
bump_and_run_reversal_bottoms:000775,HUB,ok,standard,36.0,16.5,15.75,15.75,14.45
bump_and_run_reversal_bottoms:000776,HUG,no_pivot_fits_lead_in,data_limited,,,35.755,35.755,31.577
bump_and_run_reversal_bottoms:000777,HUT,no_pivot_fits_lead_in,standard,,,5.11,5.11,3.56
bump_and_run_reversal_bottoms:000778,HUT,ok,premium,68.0,9.77,8.05,8.05,7.08
bump_and_run_reversal_bottoms:000779,HUT,ok,standard,54.0,10.99,10.25,10.25,9.68
bump_and_run_reversal_bottoms:000780,HUT,ok,standard,52.0,19.51,18.15,18.15,15.64
bump_and_run_reversal_bottoms:000781,HUT,ok,standard,140.0,17.67,17.67,17.67,14.19
bump_and_run_reversal_bottoms:000782,HVA,no_pivot_fits_lead_in,loose,,,6.8,6.8,5.3
bump_and_run_reversal_bottoms:000783,HVA,no_pivot_fits_lead_in,standard,,,6.7,6.7,6.2
bump_and_run_reversal_bottoms:000784,HVG,ok,premium,9.0,16.589,15.76,15.76,13.548
bump_and_run_reversal_bottoms:000785,HVG,ok,premium,34.0,15.584,12.167,12.167,11.0
bump_and_run_reversal_bottoms:000786,HVG,ok,standard,11.0,8.1,7.39,7.39,6.93
bump_and_run_reversal_bottoms:000787,HVG,ok,data_limited,87.0,6.1,5.0,5.0,4.6
bump_and_run_reversal_bottoms:000788,HVH,ok,standard,19.0,5.56,5.29,5.29,4.72
bump_and_run_reversal_bottoms:000789,HVH,ok,standard,5.0,14.09,12.64,12.64,10.95
bump_and_run_reversal_bottoms:000790,HVN,ok,premium,24.0,17.08,14.18,14.18,13.1
bump_and_run_reversal_bottoms:000791,HVT,ok,data_limited,69.0,23.48,18.31,18.31,15.05
bump_and_run_reversal_bottoms:000792,HVT,ok,standard,5.0,30.76,29.8,29.8,26.91
bump_and_run_reversal_bottoms:000793,HVX,ok,premium,29.0,8.69,6.57,6.57,4.51
bump_and_run_reversal_bottoms:000794,HVX,cut_by_search_cap,standard,,,4.05,4.05,3.5
bump_and_run_reversal_bottoms:000795,HWS,no_pivot_before_lead_start,data_limited,,,7.78,7.78,7.77
bump_and_run_reversal_bottoms:000796,HWS,ok,data_limited,40.0,11.15,10.29,10.29,9.27
bump_and_run_reversal_bottoms:000797,HWS,ok,standard,33.0,17.64,16.67,16.67,13.78
bump_and_run_reversal_bottoms:000798,ICC,no_pivot_fits_lead_in,data_limited,,,31.573,31.573,27.694
bump_and_run_reversal_bottoms:000799,ICF,no_pivot_before_lead_start,standard,,,3.7,3.7,3.1
bump_and_run_reversal_bottoms:000800,ICF,ok,standard,123.0,5.6,4.3,4.3,3.6
bump_and_run_reversal_bottoms:000801,ICF,ok,data_limited,45.0,3.8,2.98,2.98,2.67
bump_and_run_reversal_bottoms:000802,ICF,ok,loose,114.0,6.8,4.2,4.2,3.3
bump_and_run_reversal_bottoms:000803,ICG,no_pivot_fits_lead_in,standard,,,3.99,3.99,3.6
bump_and_run_reversal_bottoms:000804,ICG,no_pivot_fits_lead_in,loose,,,4.04,4.04,3.55
bump_and_run_reversal_bottoms:000805,ICG,no_pivot_fits_lead_in,data_limited,,,5.3,5.3,4.59
bump_and_run_reversal_bottoms:000806,ICG,ok,standard,9.0,4.94,4.94,4.94,3.96
bump_and_run_reversal_bottoms:000807,ICG,ok,data_limited,59.0,7.12,6.58,6.58,5.8
bump_and_run_reversal_bottoms:000808,ICT,ok,loose,27.0,20.47,17.32,17.32,13.71
bump_and_run_reversal_bottoms:000809,ICT,ok,standard,37.0,13.61,13.04,13.04,10.85
bump_and_run_reversal_bottoms:000810,IDC,no_pivot_before_lead_start,premium,,,15.17,15.17,11.84
bump_and_run_reversal_bottoms:000811,IDC,ok,standard,172.0,15.17,11.41,11.41,9.6
bump_and_run_reversal_bottoms:000812,IDI,no_pivot_fits_lead_in,standard,,,2.15,2.15,1.92
bump_and_run_reversal_bottoms:000813,IDI,ok,premium,7.0,10.25,9.98,9.98,8.39
bump_and_run_reversal_bottoms:000814,IDJ,ok,loose,41.0,1.44,1.32,1.32,1.04
bump_and_run_reversal_bottoms:000815,IDJ,no_pivot_fits_lead_in,data_limited,,,1.6,1.6,1.08
bump_and_run_reversal_bottoms:000816,IDJ,ok,standard,71.0,6.5,6.2,6.2,4.9
