detection_id,symbol,reason,tier,pivot_dist,target_new,target_legacy,target_code,breakout_price
bump_and_run_reversal_bottoms:000271,CII,ok,premium,160.0,25.65,20.11,20.11,18.02
bump_and_run_reversal_bottoms:000272,CII,cut_by_search_cap,premium,,,19.3,19.3,14.68
bump_and_run_reversal_bottoms:000273,CJC,ok,data_limited,232.0,24.0,17.6,17.6,14.0
bump_and_run_reversal_bottoms:000274,CKD,no_pivot_fits_lead_in,data_limited,,,21.13,21.13,19.5
bump_and_run_reversal_bottoms:000275,CKG,no_pivot_fits_lead_in,loose,,,24.79,24.79,17.21
bump_and_run_reversal_bottoms:000276,CLC,ok,standard,49.0,28.5,23.06,23.06,21.32
bump_and_run_reversal_bottoms:000277,CLC,ok,standard,5.0,27.03,26.92,26.92,24.68
bump_and_run_reversal_bottoms:000278,CLG,ok,standard,172.0,8.6,5.3,5.3,4.8
bump_and_run_reversal_bottoms:000279,CLG,ok,standard,20.0,4.59,4.1,4.1,3.39
bump_and_run_reversal_bottoms:000280,CLH,ok,data_limited,4.0,4.43,4.26,4.26,3.85
bump_and_run_reversal_bottoms:000281,CLH,ok,standard,1.0,21.47,21.47,21.47,18.0
bump_and_run_reversal_bottoms:000282,CLL,ok,data_limited,121.0,17.42,16.51,16.51,13.89
bump_and_run_reversal_bottoms:000283,CLM,ok,data_limited,2.0,22.91,22.91,22.91,15.93
bump_and_run_reversal_bottoms:000284,CLW,ok,data_limited,64.0,44.846,42.476,42.48,38.85
bump_and_run_reversal_bottoms:000285,CLX,no_pivot_before_lead_start,data_limited,,,9.69,9.69,8.35
bump_and_run_reversal_bottoms:000286,CMC,ok,data_limited,2.0,4.29,4.29,4.29,3.3
bump_and_run_reversal_bottoms:000287,CMC,ok,data_limited,81.0,9.778,7.2,7.23,5.0
bump_and_run_reversal_bottoms:000288,CMD,no_pivot_fits_lead_in,standard,,,21.23,21.23,18.12
bump_and_run_reversal_bottoms:000289,CMF,ok,data_limited,7.0,331.79,329.54,329.54,312.27
bump_and_run_reversal_bottoms:000290,CMG,no_pivot_fits_lead_in,premium,,,33.01,33.01,30.38
bump_and_run_reversal_bottoms:000291,CMI,ok,premium,76.0,17.9,11.6,11.6,10.4
bump_and_run_reversal_bottoms:000292,CMN,ok,data_limited,15.0,11.15,11.15,11.15,9.3
bump_and_run_reversal_bottoms:000293,CMS,no_pivot_fits_lead_in,data_limited,,,6.92,6.92,6.02
bump_and_run_reversal_bottoms:000294,CMS,ok,standard,23.0,7.93,7.93,7.93,6.78
bump_and_run_reversal_bottoms:000295,CMS,ok,standard,31.0,11.77,10.93,10.93,7.78
bump_and_run_reversal_bottoms:000296,CMT,ok,data_limited,18.0,4.79,4.79,4.79,4.2
bump_and_run_reversal_bottoms:000297,CMT,ok,data_limited,4.0,13.94,13.86,13.86,11.34
bump_and_run_reversal_bottoms:000298,CMX,ok,standard,135.0,6.37,4.41,4.41,3.45
bump_and_run_reversal_bottoms:000299,CMX,cut_by_search_cap,data_limited,,,3.16,3.16,2.74
bump_and_run_reversal_bottoms:000300,CNC,no_pivot_fits_lead_in,data_limited,,,17.27,17.27,13.77
bump_and_run_reversal_bottoms:000301,CNC,no_pivot_fits_lead_in,standard,,,27.31,27.31,27.61
bump_and_run_reversal_bottoms:000302,CNG,ok,standard,18.0,14.51,13.65,13.65,11.66
bump_and_run_reversal_bottoms:000303,CNG,ok,standard,11.0,14.12,13.2,13.2,11.54
bump_and_run_reversal_bottoms:000304,CNG,ok,data_limited,3.0,23.6,23.0,23.0,20.35
bump_and_run_reversal_bottoms:000305,CNT,ok,data_limited,1.0,3.36,3.36,3.36,2.76
bump_and_run_reversal_bottoms:000306,CNT,ok,standard,34.0,10.0,8.8,8.8,7.5
bump_and_run_reversal_bottoms:000307,COM,no_pivot_fits_lead_in,data_limited,,,31.728,31.73,25.89
bump_and_run_reversal_bottoms:000308,COM,ok,standard,16.0,31.673,30.145,30.14,26.67
bump_and_run_reversal_bottoms:000309,CPC,no_pivot_fits_lead_in,data_limited,,,19.99,19.99,17.99
bump_and_run_reversal_bottoms:000310,CPC,ok,data_limited,82.0,15.33,11.85,11.85,10.25
bump_and_run_reversal_bottoms:000311,CPI,ok,data_limited,137.0,4.9,3.9,3.9,2.7
bump_and_run_reversal_bottoms:000312,CQT,no_pivot_fits_lead_in,data_limited,,,12.12,12.12,10.07
bump_and_run_reversal_bottoms:000313,CRC,ok,premium,5.0,11.42,11.22,11.22,10.5
bump_and_run_reversal_bottoms:000314,CRE,ok,premium,10.0,8.76,8.5,8.5,6.89
bump_and_run_reversal_bottoms:000315,CRE,ok,standard,149.0,8.76,7.85,7.85,6.84
bump_and_run_reversal_bottoms:000316,CRE,ok,data_limited,22.0,8.18,8.0,8.0,7.14
bump_and_run_reversal_bottoms:000317,CSC,ok,standard,46.0,3.13,2.9,2.9,2.78
bump_and_run_reversal_bottoms:000318,CSC,ok,standard,18.0,25.62,24.71,24.71,21.24
bump_and_run_reversal_bottoms:000319,CSM,ok,standard,56.0,16.71,15.66,15.66,14.01
bump_and_run_reversal_bottoms:000320,CST,ok,standard,37.0,15.83,14.31,14.31,12.23
bump_and_run_reversal_bottoms:000321,CST,ok,standard,247.0,21.39,16.11,16.11,11.7
bump_and_run_reversal_bottoms:000322,CSV,ok,standard,23.0,10.55,9.67,9.67,7.91
bump_and_run_reversal_bottoms:000323,CSV,ok,standard,178.0,7.97,6.57,6.57,5.82
bump_and_run_reversal_bottoms:000324,CSV,ok,premium,13.0,46.84,45.19,45.19,36.8
bump_and_run_reversal_bottoms:000325,CSV,ok,data_limited,68.0,34.5,27.0,27.0,21.8
bump_and_run_reversal_bottoms:000326,CT3,no_pivot_fits_lead_in,data_limited,,,8.68,8.68,4.83
bump_and_run_reversal_bottoms:000327,CTD,no_pivot_fits_lead_in,standard,,,26.04,26.04,24.09
bump_and_run_reversal_bottoms:000328,CTD,no_pivot_fits_lead_in,premium,,,68.89,68.89,56.61
bump_and_run_reversal_bottoms:000329,CTF,ok,data_limited,30.0,20.45,19.2,19.2,17.65
bump_and_run_reversal_bottoms:000330,CTG,ok,standard,14.0,8.84,8.38,8.38,7.25
bump_and_run_reversal_bottoms:000331,CTG,ok,premium,30.0,8.42,7.44,7.44,6.84
bump_and_run_reversal_bottoms:000332,CTI,no_pivot_fits_lead_in,premium,,,13.046,14.35,12.78
bump_and_run_reversal_bottoms:000333,CTI,ok,standard,161.0,20.014,19.161,21.08,18.1
bump_and_run_reversal_bottoms:000334,CTI,no_pivot_fits_lead_in,standard,,,16.318,17.95,14.7
bump_and_run_reversal_bottoms:000335,CTP,ok,standard,59.0,4.3,3.6,3.6,3.2
bump_and_run_reversal_bottoms:000336,CTR,ok,premium,1.0,21.91,21.91,21.91,19.77
bump_and_run_reversal_bottoms:000337,CTS,ok,standard,179.0,2.85,2.44,2.44,2.07
bump_and_run_reversal_bottoms:000338,CTS,ok,standard,85.0,3.39,2.89,2.89,2.48
bump_and_run_reversal_bottoms:000339,CTS,ok,standard,12.0,36.49,30.04,30.04,26.8
bump_and_run_reversal_bottoms:000340,CTT,no_pivot_fits_lead_in,data_limited,,,15.24,15.24,13.78
bump_and_run_reversal_bottoms:000341,CTW,no_pivot_fits_lead_in,data_limited,,,18.09,18.09,17.4
bump_and_run_reversal_bottoms:000342,CTW,ok,data_limited,14.0,30.0,30.0,30.0,23.9
bump_and_run_reversal_bottoms:000343,CTX,ok,data_limited,26.0,7.82,5.83,5.83,4.99
bump_and_run_reversal_bottoms:000344,CTX,ok,data_limited,35.0,5.33,5.12,5.12,4.25
bump_and_run_reversal_bottoms:000345,CVN,no_pivot_fits_lead_in,standard,,,2.81,2.81,1.53
bump_and_run_reversal_bottoms:000346,CVN,ok,data_limited,7.0,1.66,1.53,1.53,1.08
bump_and_run_reversal_bottoms:000347,CVT,ok,data_limited,37.0,45.95,45.85,45.85,37.35
bump_and_run_reversal_bottoms:000348,CYC,ok,data_limited,3.0,4.1,4.1,4.1,3.5
bump_and_run_reversal_bottoms:000349,CYC,ok,standard,50.0,4.69,3.7,3.7,3.35
bump_and_run_reversal_bottoms:000350,D11,no_pivot_fits_lead_in,data_limited,,,10.88,10.88,9.1
bump_and_run_reversal_bottoms:000351,D2D,no_pivot_fits_lead_in,premium,,,31.01,31.01,20.01
bump_and_run_reversal_bottoms:000352,D2D,ok,data_limited,28.0,36.7,33.3,33.3,28.65
bump_and_run_reversal_bottoms:000353,DAD,no_pivot_fits_lead_in,data_limited,,,7.09,7.09,6.25
bump_and_run_reversal_bottoms:000354,DAD,no_pivot_fits_lead_in,data_limited,,,7.67,7.67,6.13
bump_and_run_reversal_bottoms:000355,DAD,ok,data_limited,49.0,18.42,18.42,18.42,15.4
bump_and_run_reversal_bottoms:000356,DAE,cut_by_search_cap,data_limited,,,14.463,14.463,12.663
bump_and_run_reversal_bottoms:000357,DAG,ok,standard,5.0,7.622,7.482,7.482,6.222
bump_and_run_reversal_bottoms:000358,DAH,ok,standard,10.0,4.66,4.66,4.66,4.07
bump_and_run_reversal_bottoms:000359,DAH,ok,standard,11.0,4.11,4.1,4.1,3.31
bump_and_run_reversal_bottoms:000360,DAH,ok,data_limited,56.0,3.85,3.32,3.32,2.73
bump_and_run_reversal_bottoms:000361,DBC,ok,premium,12.0,3.62,3.39,3.39,2.83
bump_and_run_reversal_bottoms:000362,DBC,ok,standard,14.0,7.23,6.87,6.87,6.22
bump_and_run_reversal_bottoms:000363,DBC,ok,standard,22.0,5.69,5.61,5.61,5.08
bump_and_run_reversal_bottoms:000364,DBD,ok,standard,24.0,23.93,21.33,21.33,18.15
bump_and_run_reversal_bottoms:000365,DBD,ok,standard,2.0,31.51,31.51,31.51,26.82
bump_and_run_reversal_bottoms:000366,DBD,ok,premium,10.0,62.2,60.17,60.17,50.14
bump_and_run_reversal_bottoms:000367,DBD,ok,premium,19.0,57.0,54.8,54.8,51.7
bump_and_run_reversal_bottoms:000368,DBT,no_pivot_fits_lead_in,data_limited,,,8.08,8.08,7.2
bump_and_run_reversal_bottoms:000369,DBT,ok,standard,32.0,14.12,13.79,13.79,11.55
bump_and_run_reversal_bottoms:000370,DBT,ok,premium,23.0,12.45,12.07,12.07,9.09
bump_and_run_reversal_bottoms:000371,DC1,ok,data_limited,8.0,5.14,4.8,4.8,4.07
bump_and_run_reversal_bottoms:000372,DC1,no_pivot_fits_lead_in,data_limited,,,3.87,3.87,3.24
bump_and_run_reversal_bottoms:000373,DC4,no_pivot_fits_lead_in,data_limited,,,3.95,3.95,3.44
bump_and_run_reversal_bottoms:000374,DC4,no_pivot_fits_lead_in,standard,,,6.43,6.43,4.99
bump_and_run_reversal_bottoms:000375,DC4,no_pivot_fits_lead_in,loose,,,10.28,10.28,6.85
bump_and_run_reversal_bottoms:000376,DCL,no_pivot_fits_lead_in,standard,,,29.9,29.9,21.19
bump_and_run_reversal_bottoms:000377,DCM,ok,loose,94.0,6.6,6.16,6.16,5.47
bump_and_run_reversal_bottoms:000378,DCM,ok,standard,14.0,7.4,7.23,7.23,6.42
bump_and_run_reversal_bottoms:000379,DCM,ok,premium,114.0,5.68,5.28,5.28,4.15
bump_and_run_reversal_bottoms:000380,DCM,ok,standard,18.0,23.8,21.99,21.99,19.01
bump_and_run_reversal_bottoms:000381,DCM,ok,standard,34.0,35.49,34.47,34.47,32.41
bump_and_run_reversal_bottoms:000382,DCR,no_pivot_fits_lead_in,data_limited,,,6.8,6.8,5.7
bump_and_run_reversal_bottoms:000383,DCS,ok,standard,26.0,3.7,3.1,3.1,2.5
bump_and_run_reversal_bottoms:000384,DCT,no_pivot_before_lead_start,loose,,,2.6,2.6,2.2
bump_and_run_reversal_bottoms:000385,DDG,ok,loose,13.0,6.8,6.3,6.3,5.5
bump_and_run_reversal_bottoms:000386,DDM,no_pivot_fits_lead_in,data_limited,,,1.3,1.3,1.0
bump_and_run_reversal_bottoms:000387,DDN,ok,standard,85.0,12.21,9.9,9.9,8.29
bump_and_run_reversal_bottoms:000388,DDN,ok,standard,27.0,7.2,6.7,6.7,7.0
bump_and_run_reversal_bottoms:000389,DDV,ok,data_limited,19.0,11.06,11.06,11.06,7.89
bump_and_run_reversal_bottoms:000390,DGC,ok,premium,1.0,10.53,10.53,10.53,8.86
bump_and_run_reversal_bottoms:000391,DGC,ok,premium,1.0,7.21,7.21,7.21,6.31
bump_and_run_reversal_bottoms:000392,DGC,no_pivot_fits_lead_in,premium,,,114.21,114.21,94.56
bump_and_run_reversal_bottoms:000393,DGT,ok,premium,22.0,9.5,8.2,8.2,7.2
bump_and_run_reversal_bottoms:000394,DGT,ok,standard,28.0,5.8,5.5,5.5,4.8
bump_and_run_reversal_bottoms:000395,DGW,no_pivot_fits_lead_in,standard,,,5.24,5.24,4.54
bump_and_run_reversal_bottoms:000396,DGW,no_pivot_fits_lead_in,standard,,,48.33,48.33,41.69
bump_and_run_reversal_bottoms:000397,DGW,ok,data_limited,38.0,56.53,46.57,46.57,39.6
bump_and_run_reversal_bottoms:000398,DHA,ok,premium,19.0,19.72,19.18,19.18,15.99
bump_and_run_reversal_bottoms:000399,DHA,ok,premium,232.0,44.67,39.99,39.99,36.37
bump_and_run_reversal_bottoms:000400,DHC,ok,standard,23.0,8.3,8.07,8.07,7.12
bump_and_run_reversal_bottoms:000401,DHC,ok,standard,11.0,11.96,11.07,11.07,9.77
bump_and_run_reversal_bottoms:000402,DHC,ok,standard,127.0,49.25,44.36,44.36,35.25
bump_and_run_reversal_bottoms:000403,DHC,ok,premium,10.0,26.04,25.03,25.03,22.31
bump_and_run_reversal_bottoms:000404,DHG,ok,premium,14.0,92.3,87.13,87.13,69.69
bump_and_run_reversal_bottoms:000405,DHM,no_pivot_fits_lead_in,premium,,,7.85,7.85,6.6
bump_and_run_reversal_bottoms:000406,DHM,no_pivot_fits_lead_in,standard,,,12.41,12.41,10.11
bump_and_run_reversal_bottoms:000407,DHM,ok,standard,22.0,8.23,8.01,8.01,6.95
bump_and_run_reversal_bottoms:000408,DHP,no_pivot_fits_lead_in,standard,,,3.77,3.77,2.5
bump_and_run_reversal_bottoms:000409,DHT,ok,premium,38.0,13.95,12.01,12.01,10.62
bump_and_run_reversal_bottoms:000410,DHT,ok,standard,2.0,12.3,12.3,12.3,8.82
bump_and_run_reversal_bottoms:000411,DHT,no_pivot_fits_lead_in,premium,,,17.28,17.28,12.89
bump_and_run_reversal_bottoms:000412,DIC,no_pivot_fits_lead_in,standard,,,5.43,5.43,4.43
bump_and_run_reversal_bottoms:000413,DIC,no_pivot_fits_lead_in,standard,,,9.22,9.22,6.44
bump_and_run_reversal_bottoms:000414,DIC,ok,standard,4.0,6.98,6.89,6.89,5.8
bump_and_run_reversal_bottoms:000415,DIC,ok,data_limited,21.0,2.1,1.9,1.9,1.3
bump_and_run_reversal_bottoms:000416,DID,no_pivot_fits_lead_in,data_limited,,,7.08,7.08,4.54
bump_and_run_reversal_bottoms:000417,DID,ok,standard,39.0,5.2,4.3,4.3,3.9
bump_and_run_reversal_bottoms:000418,DIG,ok,premium,6.0,8.43,8.43,8.43,7.21
bump_and_run_reversal_bottoms:000419,DIG,ok,premium,32.0,21.65,17.75,17.75,14.45
bump_and_run_reversal_bottoms:000420,DL1,ok,standard,108.0,6.92,5.18,5.18,4.86
bump_and_run_reversal_bottoms:000421,DL1,ok,data_limited,152.0,59.31,32.64,32.64,29.26
bump_and_run_reversal_bottoms:000422,DLG,no_pivot_fits_lead_in,standard,,,11.79,11.79,9.71
bump_and_run_reversal_bottoms:000423,DLG,ok,standard,14.0,3.45,3.17,3.17,2.79
bump_and_run_reversal_bottoms:000424,DLG,ok,standard,52.0,2.47,2.17,2.17,1.85
bump_and_run_reversal_bottoms:000425,DLG,ok,premium,14.0,3.79,3.3,3.3,2.93
bump_and_run_reversal_bottoms:000426,DLG,ok,data_limited,30.0,3.04,2.93,2.93,2.33
bump_and_run_reversal_bottoms:000427,DLR,ok,premium,33.0,20.2,16.28,16.28,12.05
bump_and_run_reversal_bottoms:000428,DLR,ok,data_limited,24.0,11.94,10.91,10.91,8.01
bump_and_run_reversal_bottoms:000429,DLR,ok,data_limited,57.0,9.4,7.2,5.53,5.3
bump_and_run_reversal_bottoms:000430,DMC,ok,premium,17.0,25.83,24.56,24.56,20.97
bump_and_run_reversal_bottoms:000431,DMC,no_pivot_fits_lead_in,standard,,,64.92,64.92,54.72
bump_and_run_reversal_bottoms:000432,DMN,cut_by_search_cap,data_limited,,,5.07,5.07,4.0
bump_and_run_reversal_bottoms:000433,DMS,ok,data_limited,144.0,11.0,6.8,6.8,6.3
bump_and_run_reversal_bottoms:000434,DNC,no_pivot_fits_lead_in,data_limited,,,58.719,58.7,50.57
bump_and_run_reversal_bottoms:000435,DNH,no_pivot_fits_lead_in,data_limited,,,8.51,8.51,7.01
bump_and_run_reversal_bottoms:000436,DNH,no_pivot_fits_lead_in,data_limited,,,41.23,41.23,29.68
bump_and_run_reversal_bottoms:000437,DNH,ok,data_limited,1.0,52.88,52.88,52.88,38.67
bump_and_run_reversal_bottoms:000438,DNL,no_pivot_fits_lead_in,data_limited,,,12.747,12.81,10.47
bump_and_run_reversal_bottoms:000439,DNM,ok,data_limited,211.0,5.96,4.05,4.05,3.45
bump_and_run_reversal_bottoms:000440,DNM,no_pivot_fits_lead_in,data_limited,,,23.943,23.9,22.83
bump_and_run_reversal_bottoms:000441,DNM,no_pivot_fits_lead_in,data_limited,,,26.268,26.23,20.25
bump_and_run_reversal_bottoms:000442,DNM,ok,data_limited,10.0,20.426,20.426,20.39,18.51
bump_and_run_reversal_bottoms:000443,DNM,cut_by_search_cap,data_limited,,,10.4,10.4,8.8
bump_and_run_reversal_bottoms:000444,DNP,ok,standard,55.0,22.15,18.01,18.01,16.86
bump_and_run_reversal_bottoms:000445,DNP,ok,data_limited,96.0,26.8,20.9,20.9,19.3
bump_and_run_reversal_bottoms:000446,DNW,no_pivot_fits_lead_in,standard,,,14.19,14.19,12.31
bump_and_run_reversal_bottoms:000447,DNW,ok,premium,12.0,20.18,19.13,19.13,16.07
bump_and_run_reversal_bottoms:000448,DNW,no_pivot_fits_lead_in,premium,,,22.09,22.09,19.29
bump_and_run_reversal_bottoms:000449,DNW,no_pivot_fits_lead_in,premium,,,33.52,33.52,29.62
bump_and_run_reversal_bottoms:000450,DP2,cut_by_search_cap,data_limited,,,5.6,5.6,4.4
bump_and_run_reversal_bottoms:000451,DP3,ok,loose,23.0,20.37,20.17,20.17,17.84
bump_and_run_reversal_bottoms:000452,DPG,ok,premium,8.0,35.48,32.51,32.51,29.41
bump_and_run_reversal_bottoms:000453,DPH,ok,data_limited,18.0,18.5,17.8,17.8,16.06
bump_and_run_reversal_bottoms:000454,DPM,ok,premium,5.0,6.66,6.51,6.51,5.99
bump_and_run_reversal_bottoms:000455,DPM,no_pivot_fits_lead_in,premium,,,7.59,7.59,5.34
bump_and_run_reversal_bottoms:000456,DPM,ok,premium,15.0,4.9,4.58,4.58,4.03
bump_and_run_reversal_bottoms:000457,DPP,no_pivot_fits_lead_in,data_limited,,,11.595,11.595,10.64
bump_and_run_reversal_bottoms:000458,DPR,ok,standard,5.0,7.14,6.82,6.82,6.35
bump_and_run_reversal_bottoms:000459,DPR,no_pivot_fits_lead_in,premium,,,37.18,37.18,29.44
bump_and_run_reversal_bottoms:000460,DPR,ok,premium,1.0,32.77,32.77,32.77,25.22
bump_and_run_reversal_bottoms:000461,DQC,ok,premium,28.0,36.5,28.78,28.78,26.28
bump_and_run_reversal_bottoms:000462,DQC,ok,standard,7.0,25.88,25.43,25.43,22.5
bump_and_run_reversal_bottoms:000463,DQC,ok,loose,5.0,12.73,12.64,12.64,10.5
bump_and_run_reversal_bottoms:000464,DRC,ok,premium,51.0,17.24,17.24,17.24,15.34
bump_and_run_reversal_bottoms:000465,DRC,no_pivot_fits_lead_in,premium,,,14.11,14.11,10.15
bump_and_run_reversal_bottoms:000466,DRC,ok,premium,154.0,14.11,11.29,11.29,9.32
bump_and_run_reversal_bottoms:000467,DRH,ok,data_limited,27.0,1.93,1.48,1.48,1.03
bump_and_run_reversal_bottoms:000468,DRH,no_pivot_fits_lead_in,standard,,,4.17,4.17,3.72
bump_and_run_reversal_bottoms:000469,DRH,no_pivot_fits_lead_in,premium,,,21.18,21.18,16.24
bump_and_run_reversal_bottoms:000470,DRH,cut_by_search_cap,premium,,,6.92,6.92,5.51
bump_and_run_reversal_bottoms:000471,DRI,ok,standard,53.0,8.39,6.96,6.96,5.38
bump_and_run_reversal_bottoms:000472,DRI,ok,standard,44.0,6.96,5.64,5.64,4.85
bump_and_run_reversal_bottoms:000473,DRI,no_pivot_fits_lead_in,standard,,,14.0,14.0,11.8
bump_and_run_reversal_bottoms:000474,DRL,ok,data_limited,1.0,14.79,14.79,14.79,12.87
bump_and_run_reversal_bottoms:000475,DS3,no_pivot_fits_lead_in,standard,,,3.03,3.03,2.41
bump_and_run_reversal_bottoms:000476,DS3,ok,standard,29.0,5.9,5.9,5.9,5.1
bump_and_run_reversal_bottoms:000477,DSG,ok,data_limited,8.0,10.4,8.3,8.3,6.2
bump_and_run_reversal_bottoms:000478,DST,no_pivot_fits_lead_in,premium,,,24.12,24.12,23.61
bump_and_run_reversal_bottoms:000479,DST,ok,standard,21.0,16.8,11.9,11.9,7.2
bump_and_run_reversal_bottoms:000480,DTA,no_pivot_fits_lead_in,data_limited,,,6.26,6.26,5.2
bump_and_run_reversal_bottoms:000481,DTA,no_pivot_fits_lead_in,data_limited,,,5.64,5.64,5.03
bump_and_run_reversal_bottoms:000482,DTA,no_pivot_fits_lead_in,data_limited,,,10.32,10.32,8.38
bump_and_run_reversal_bottoms:000483,DTA,no_pivot_fits_lead_in,standard,,,27.64,27.64,20.28
bump_and_run_reversal_bottoms:000484,DTA,ok,premium,121.0,4.37,4.07,4.07,3.59
bump_and_run_reversal_bottoms:000485,DTC,ok,data_limited,9.0,27.78,21.35,21.35,17.11
bump_and_run_reversal_bottoms:000486,DTD,no_pivot_fits_lead_in,premium,,,21.55,21.55,15.53
bump_and_run_reversal_bottoms:000487,DTD,no_pivot_fits_lead_in,loose,,,27.36,27.36,18.57
bump_and_run_reversal_bottoms:000488,DTD,no_pivot_fits_lead_in,standard,,,21.6,21.6,18.12
bump_and_run_reversal_bottoms:000489,DTD,ok,premium,13.0,21.6,19.56,19.56,15.56
bump_and_run_reversal_bottoms:000490,DTK,no_pivot_before_lead_start,data_limited,,,6.22,6.22,5.87
bump_and_run_reversal_bottoms:000491,DTL,ok,data_limited,86.0,50.3,47.0,47.0,36.9
bump_and_run_reversal_bottoms:000492,DTP,no_pivot_fits_lead_in,loose,,,33.67,33.67,22.74
bump_and_run_reversal_bottoms:000493,DTP,no_pivot_fits_lead_in,data_limited,,,57.34,57.34,53.42
bump_and_run_reversal_bottoms:000494,DTT,ok,standard,69.0,5.54,4.21,4.21,3.63
bump_and_run_reversal_bottoms:000495,DVG,ok,data_limited,12.0,3.6,3.6,3.6,2.8
bump_and_run_reversal_bottoms:000496,DVM,ok,standard,243.0,9.64,8.0,8.0,6.2
bump_and_run_reversal_bottoms:000497,DVN,ok,standard,5.0,11.19,10.86,10.86,9.28
bump_and_run_reversal_bottoms:000498,DVN,ok,standard,3.0,18.36,17.55,17.55,15.36
bump_and_run_reversal_bottoms:000499,DVN,ok,data_limited,5.0,22.4,21.7,21.7,18.7
bump_and_run_reversal_bottoms:000500,DVP,ok,standard,21.0,33.44,32.13,32.13,30.25
bump_and_run_reversal_bottoms:000501,DVP,ok,standard,33.0,38.59,36.1,36.1,34.44
bump_and_run_reversal_bottoms:000502,DWS,no_pivot_fits_lead_in,data_limited,,,12.17,12.17,10.75
bump_and_run_reversal_bottoms:000503,DXG,ok,premium,137.0,12.2,10.51,10.51,7.73
bump_and_run_reversal_bottoms:000504,DXG,no_pivot_fits_lead_in,premium,,,17.44,17.44,13.0
bump_and_run_reversal_bottoms:000505,DXG,no_pivot_fits_lead_in,premium,,,32.32,32.32,18.39
bump_and_run_reversal_bottoms:000506,DXL,no_pivot_before_lead_start,data_limited,,,2.286,2.286,2.078
bump_and_run_reversal_bottoms:000507,DXP,ok,data_limited,4.0,10.28,10.05,10.05,7.77
bump_and_run_reversal_bottoms:000508,DXP,ok,standard,113.0,13.28,11.42,11.42,8.75
bump_and_run_reversal_bottoms:000509,DXP,ok,standard,4.0,11.13,11.13,11.13,9.27
bump_and_run_reversal_bottoms:000510,DXP,ok,standard,87.0,12.15,11.87,11.87,9.6
bump_and_run_reversal_bottoms:000511,DXS,no_pivot_fits_lead_in,premium,,,8.68,8.68,6.26
bump_and_run_reversal_bottoms:000512,DXV,ok,standard,25.0,3.88,3.55,3.55,3.09
bump_and_run_reversal_bottoms:000513,DXV,ok,standard,64.0,4.71,3.2,3.2,2.38
bump_and_run_reversal_bottoms:000514,DZM,ok,standard,95.0,4.722,3.269,3.269,2.75
bump_and_run_reversal_bottoms:000515,DZM,no_pivot_fits_lead_in,data_limited,,,5.333,5.333,4.333
bump_and_run_reversal_bottoms:000516,EBS,ok,data_limited,98.0,9.73,8.68,8.68,7.09
bump_and_run_reversal_bottoms:000517,EIB,ok,standard,34.0,7.34,6.95,6.95,6.17
bump_and_run_reversal_bottoms:000518,EIB,ok,standard,2.0,11.95,11.95,11.95,9.9
bump_and_run_reversal_bottoms:000519,EIB,ok,loose,20.0,20.91,18.05,18.05,15.39
bump_and_run_reversal_bottoms:000520,EIC,ok,data_limited,6.0,19.47,19.07,19.07,16.62
bump_and_run_reversal_bottoms:000521,EIC,ok,data_limited,25.0,21.48,21.39,21.39,19.84
bump_and_run_reversal_bottoms:000522,EID,no_pivot_fits_lead_in,loose,,,5.7,5.7,4.58
bump_and_run_reversal_bottoms:000523,EID,no_pivot_fits_lead_in,standard,,,9.55,9.55,8.05
bump_and_run_reversal_bottoms:000524,EID,ok,standard,85.0,10.18,8.97,8.97,7.18
bump_and_run_reversal_bottoms:000525,EIN,ok,data_limited,120.0,5.75,3.27,3.27,2.3
bump_and_run_reversal_bottoms:000526,ELC,ok,premium,65.0,3.57,3.22,3.22,3.03
bump_and_run_reversal_bottoms:000527,ELC,ok,standard,209.0,4.0,3.14,3.14,3.24
bump_and_run_reversal_bottoms:000528,ELC,ok,data_limited,3.0,18.95,18.8,18.8,16.45
bump_and_run_reversal_bottoms:000529,EVE,ok,data_limited,23.0,8.11,7.02,7.02,6.18
bump_and_run_reversal_bottoms:000530,EVE,ok,premium,68.0,12.65,12.12,12.12,9.67
bump_and_run_reversal_bottoms:000531,EVE,ok,standard,29.0,8.19,7.48,7.48,6.67
bump_and_run_reversal_bottoms:000532,EVE,ok,premium,230.0,16.98,12.59,12.59,10.22
bump_and_run_reversal_bottoms:000533,EVF,ok,standard,6.0,5.54,5.54,5.54,4.09
bump_and_run_reversal_bottoms:000534,EVF,ok,premium,36.0,11.76,11.5,11.5,9.62
bump_and_run_reversal_bottoms:000535,EVG,ok,premium,116.0,11.48,3.69,3.69,3.4
bump_and_run_reversal_bottoms:000536,EVG,ok,premium,159.0,8.0,6.09,6.09,6.28
bump_and_run_reversal_bottoms:000537,EVS,ok,premium,6.0,8.08,7.5,7.5,6.0
bump_and_run_reversal_bottoms:000538,EVS,ok,loose,50.0,6.44,6.19,6.19,5.19
bump_and_run_reversal_bottoms:000539,EVS,ok,standard,106.0,9.3,8.5,8.5,6.7
bump_and_run_reversal_bottoms:000540,FCM,ok,standard,15.0,4.43,3.92,3.92,3.47
bump_and_run_reversal_bottoms:000541,FCM,ok,premium,6.0,4.03,3.97,3.97,3.49
bump_and_run_reversal_bottoms:000542,FCM,ok,standard,4.0,5.16,5.07,5.07,4.43
bump_and_run_reversal_bottoms:000543,FCM,ok,standard,18.0,4.25,4.11,4.11,3.5
